Summary,CVEs,Severity,Jfrog Severity,Type,Provider,Component,Infected Version,Fix Version,Edited,Component Versions Id,CVSS v2,CVSS v3,Cwe,Id,Is Source Root,Source Comp Id,Source Id,Component Physical Paths,Applicability
"In versions `<=8.5.1` of `jsonwebtoken` library, lack of algorithm definition in the `jwt.verify()` function can lead to signature validation bypass due to defaulting to the `none` algorithm for signature verification. Users are affected if you do not specify algorithms in the `jwt.verify()` function. This issue has been fixed, please update to version 9.0.0 which removes the default support for the none algorithm in the `jwt.verify()` method. There will be no impact, if you update to version 9.0.0 and you don’t need to allow for the `none` algorithm. If you need 'none' algorithm, you have to explicitly specify that in `jwt.verify()` options.",CVE-2022-23540,High,Low,security,JFrog,jsonwebtoken,< 9.0.0,9.0.0,2023-03-19T09:05:00Z,jsonwebtoken,,7.6/CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:L,"CWE-287,CWE-327,CWE-347",XRAY-412392,false,npm://jsonwebtoken:8.1.0,npm://jsonwebtoken,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/jsonwebtoken,Not Applicable
axios is vulnerable to Inefficient Regular Expression Complexity,CVE-2021-3749,High,Low,security,JFrog,axios,< 0.21.2,0.21.2,,axios,7.8/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:N/A:C,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"CWE-400,CWE-1333",XRAY-184157,false,npm://axios:0.18.0,npm://axios,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/axios,Not Applicable
"Axios is a promise based HTTP client for the browser and Node.js. Prior to 0.32.0 and 1.16.0, Axios does not normalise IPv4-mapped IPv6 addresses. When NO_PROXY lists an IPv4 address such as 127.0.0.1 or 169.254.169.254, a request URL using the IPv4-mapped IPv6 form (::ffff:7f00:1, ::ffff:a9fe:a9fe) still routes through the configured proxy. Node.js resolves these addresses to the underlying IPv4 host, so the request reaches the internal service via the proxy rather than being blocked. This vulnerability is fixed in 0.32.0 and 1.16.0.",CVE-2026-44492,High,,security,JFrog,axios,"≤ 0.31.1,1.15.0 ≤ Version < 1.16.0","0.32.0,1.16.0",,axios,,8.6/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,"CWE-289,CWE-918",XRAY-992703,false,npm://axios:0.18.0,npm://axios,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/axios,Not Applicable
"Mongoose is a MongoDB object modeling tool designed to work in an asynchronous environment. Prior to 6.13.9, 7.8.9, 8.22.1, and 9.1.6, a vulnerability allows bypassing Mongoose’s sanitizeFilter query sanitization mechanism via the $nor operator. When sanitizeFilter is enabled, Mongoose wraps query operators in $eq to neutralize them. However, prior to the fix, $nor was not included in the set of logical operators that are recursively sanitized. Because $nor accepts an array (like $and and $or), and arrays do not trigger hasDollarKeys(), malicious operators such as $ne, $gt, or $regex could be injected inside a $nor clause without being sanitized. This vulnerability is fixed in 6.13.9, 7.8.9, 8.22.1, and 9.1.6.",CVE-2026-42334,High,,security,JFrog,mongoose,"< 6.13.9,7.0.0 ≤ Version ≤ 7.8.8,8.0.0 ≤ Version ≤ 8.22.0,9.0.0 ≤ Version ≤ 9.1.5","6.13.9,7.8.9,8.22.1,9.1.6",,mongoose,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-74,XRAY-976553,false,npm://mongoose:5.0.0,npm://mongoose,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/mongoose,Not Applicable
"toFormData recursively walks nested objects with no depth limit, so a deeply nested value passed as request data crashes the Node.js process with a RangeError.",CVE-2026-42039,High,,security,JFrog,axios,"≤ 0.31.0,1.0.0 ≤ Version < 1.15.1","0.31.1,1.15.1",,axios,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-674,XRAY-972273,false,npm://axios:0.18.0,npm://axios,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/axios,Not Applicable
"An issue was discovered in musl libc 0.7.10 through 1.2.6. Stack-based memory corruption can occur during qsort of very large arrays, due to incorrectly implemented double-word primitives. The number of elements must exceed about seven million, i.e., the 32nd Leonardo number on 32-bit platforms (or the 64th Leonardo number on 64-bit platforms, which is not practical).",CVE-2026-40200,High,,security,JFrog,alpine:musl-utils,< 1.2.6-r2,1.2.6-r2,,3.17:musl-utils,,8.1/CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H,CWE-670,XRAY-963467,false,alpine://3.17:musl-utils:1.2.3-r4,alpine://3.17:musl-utils,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:musl-utils:1.2.3-r4;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:musl:1.2.3-r4",Not Applicable
"Issue summary: Applications using RSASVE key encapsulation to establish
a secret encryption key can send contents of an uninitialized memory buffer to
a malicious peer.

Impact summary: The uninitialized buffer might contain sensitive data from the
previous execution of the application process which leads to sensitive data
leakage to an attacker.

RSA_public_encrypt() returns the number of bytes written on success and -1
on error. The affected code tests only whether the return value is non-zero.
As a result, if RSA encryption fails, encapsulation can still return success to
the caller, set the output lengths, and leave the caller to use the contents of
the ciphertext buffer as if a valid KEM ciphertext had been produced.

If applications use EVP_PKEY_encapsulate() with RSA/RSASVE on an
attacker-supplied invalid RSA public key without first validating that key,
then this may cause stale or uninitialized contents of the caller-provided
ciphertext buffer to be disclosed to the attacker in place of the KEM
ciphertext.

As a workaround calling EVP_PKEY_public_check() or
EVP_PKEY_public_check_quick() before EVP_PKEY_encapsulate() will mitigate
the issue.

The FIPS modules in 3.6, 3.5, 3.4, 3.3, 3.1 and 3.0 are affected by this issue.",CVE-2026-31790,High,,security,JFrog,alpine:libcrypto3,< 3.5.6-r0,3.5.6-r0,,3.17:libcrypto3,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-754,XRAY-962284,false,alpine://3.17:libssl3:3.0.8-r3,alpine://3.17:libcrypto3,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libssl3:3.0.8-r3;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libcrypto3:3.0.8-r3",Not Applicable
"Impact:

A bad regular expression is generated any time you have three or more parameters within a single segment, separated by something that is not a period (.). For example, /:a-:b-:c or /:a-:b-:c-:d. The backtrack protection added in path-to-regexp@0.1.12 only prevents ambiguity for two parameters. With three or more, the generated lookahead does not block single separator characters, so capture groups overlap and cause catastrophic backtracking.

Patches:

Upgrade to path-to-regexp@0.1.13

Custom regex patterns in route definitions (e.g., /:a-:b([^-/]+)-:c([^-/]+)) are not affected because they override the default capture group.

Workarounds:

All versions can be patched by providing a custom regular expression for parameters after the first in a single segment. As long as the custom regular expression does not match the text before the parameter, you will be safe. For example, change /:a-:b-:c to /:a-:b([^-/]+)-:c([^-/]+).

If paths cannot be rewritten and versions cannot be upgraded, another alternative is to limit the URL length.",CVE-2026-4867,High,,security,JFrog,path-to-regexp,< 0.1.13,0.1.13,,path-to-regexp,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-1333,XRAY-957923,false,npm://path-to-regexp:0.1.7,npm://path-to-regexp,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/path-to-regexp,Not Applicable
"The brace-expansion library generates arbitrary strings containing a common prefix and suffix. Prior to versions 5.0.5, 3.0.2, 2.0.3, and 1.1.13, a brace pattern with a zero step value (e.g., `{1..2..0}`) causes the sequence generation loop to run indefinitely, making the process hang for seconds and allocate heaps of memory. Versions 5.0.5, 3.0.2, 2.0.3, and 1.1.13 fix the issue. As a workaround, sanitize strings passed to `expand()` to ensure a step value of `0` is not used.",CVE-2026-33750,High,,security,JFrog,brace-expansion,"< 1.1.13,2.0.0 ≤ Version < 2.0.3,3.0.0 ≤ Version < 3.0.2,4.0.0 ≤ Version < 5.0.5","1.1.13,2.0.3,3.0.2,5.0.5",,brace-expansion,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-400,XRAY-957503,false,npm://brace-expansion:1.1.11,npm://brace-expansion,sha256__8f665685b215c7daf9164545f1bbdd74d800af77d0d267db31fe0345c0c8fb8b.tar.gz/usr/local/lib/node_modules/npm/node_modules/brace-expansion,Not Applicable
A prototype pollution vulnerability was found in module mpath <0.5.1 that allows an attacker to inject arbitrary properties onto Object.prototype.,CVE-2018-16490,High,,security,JFrog,mpath,< 0.5.1,0.5.1,,mpath,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:P/A:N,7.5/CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"CWE-74,CWE-400,CWE-1321",XRAY-75299,false,npm://mpath:0.3.0,npm://mpath,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/mpath,Not Applicable
Prototype Pollution Vulnerability in mpath Package.,CVE-2018-16490,High,,security,JFrog,mpath,< 0.5.1,0.5.1,,mpath,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:P/A:N,7.5/CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,CWE-74,XRAY-75066,false,npm://mpath:0.3.0,npm://mpath,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/mpath,Not Applicable
"path-to-regexp turns path strings into a regular expressions. In certain cases, path-to-regexp will output a regular expression that can be exploited to cause poor performance. The regular expression that is vulnerable to backtracking can be generated in the 0.1.x release of path-to-regexp. Upgrade to 0.1.12. This vulnerability exists because of an incomplete fix for CVE-2024-45296.",CVE-2024-52798,High,,security,JFrog,path-to-regexp,< 0.1.12,0.1.12,,path-to-regexp,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-1333,XRAY-656597,false,npm://path-to-regexp:0.1.7,npm://path-to-regexp,sha256__7ded2465c61dfe2b42e59390a496788532dfd7a3d1c980d186cd36a9e2133c06.tar.gz/app/node_modules/path-to-regexp,Not Applicable
"Versions of the package cross-spawn before 6.0.6, from 7.0.0 and before 7.0.5 are vulnerable to Regular Expression Denial of Service (ReDoS) due to improper input sanitization. An attacker can increase the CPU usage and crash the program by crafting a very large and well crafted string.",CVE-2024-21538,High,,security,JFrog,cross-spawn,"< 6.0.6,7.0.0 ≤ Version < 7.0.5","6.0.6,7.0.5",,cross-spawn,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-1333,XRAY-652786,false,npm://cross-spawn:5.1.0,npm://cross-spawn,sha256__8f665685b215c7daf9164545f1bbdd74d800af77d0d267db31fe0345c0c8fb8b.tar.gz/usr/local/lib/node_modules/npm/node_modules/cross-spawn,Not Applicable
"npm pack ignores root-level .gitignore and .npmignore file exclusion directives when run in a workspace or with a workspace flag (ie. `--workspaces`, `--workspace=<name>`). Anyone who has run `npm pack` or `npm publish` inside a workspace, as of v7.9.0 and v7.13.0 respectively, may be affected and have published files into the npm registry they did not intend to include. Users should upgrade to the latest, patched version of npm v8.11.0, run: npm i -g npm@latest . Node.js versions v16.15.1, v17.19.1, and v18.3.0 include the patched v8.11.0 version of npm.",CVE-2022-29244,High,,security,JFrog,node:node,,,,,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:P/I:N/A:N,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"NVD-CWE-noinfo,CWE-200",XRAY-228805,false,cpp://node:node:14.21.3,cpp://node:node,sha256__8f665685b215c7daf9164545f1bbdd74d800af77d0d267db31fe0345c0c8fb8b.tar.gz/usr/local/bin/node,Not Applicable
"The brace-expansion library generates arbitrary strings containing a common prefix and suffix. Prior to 1.1.18, 2.1.4, 3.0.6, and 5.0.9, expand() does not apply maxLength while constructing comma-alternative intermediate arrays or padded sequences, allowing attacker-controlled input to exhaust memory or block the event loop. The fix for CVE-2026-14257 is bypassed by the vulnerability. This issue is fixed in versions 1.1.18, 2.1.4, 3.0.6, and 5.0.9.",CVE-2026-69152,High,,security,JFrog,brace-expansion,"< 1.1.18,2.0.0 ≤ Version < 2.1.4,3.0.0 ≤ Version < 3.0.6,4.0.0 ≤ Version < 5.0.9","1.1.18,2.1.4,3.0.6,5.0.9",,brace-expansion,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"CWE-400,CWE-770",XRAY-1039160,false,npm://brace-expansion:1.1.11,npm://brace-expansion,sha256__8f665685b215c7daf9164545f1bbdd74d800af77d0d267db31fe0345c0c8fb8b.tar.gz/usr/local/lib/node_modules/npm/node_modules/brace-expansion,Not Applicable
"node-tar is a tar archive manipulation library for Node.js. Prior to 7.5.18, tar.replace accepts a checksum-valid tar header with a negative base-256 encoded entry size, causing the archive scanner to make no progress while repeatedly parsing the same header. This issue is fixed in version 7.5.18.",CVE-2026-59874,High,,security,JFrog,tar,≤ 7.5.17,7.5.18,,tar,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-835,XRAY-1025966,false,npm://tar:4.4.19,npm://tar,sha256__8f665685b215c7daf9164545f1bbdd74d800af77d0d267db31fe0345c0c8fb8b.tar.gz/usr/local/lib/node_modules/npm/node_modules/tar,Not Applicable
"node-tar is a tar archive manipulation library for Node.js. Prior to 7.5.19, node-tar does not enforce hard upper bounds on total decompressed data, entry counts, or decompression ratio in extraction and parsing paths such as src/extract.ts, allowing a small crafted gzip bomb to exhaust disk space and CPU. This issue is fixed in version 7.5.19.",CVE-2026-59873,High,,security,JFrog,tar,≤ 7.5.18,7.5.19,,tar,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-770,XRAY-1025965,false,npm://tar:4.4.19,npm://tar,sha256__8f665685b215c7daf9164545f1bbdd74d800af77d0d267db31fe0345c0c8fb8b.tar.gz/usr/local/lib/node_modules/npm/node_modules/tar,Not Applicable
"node-tar is a tar archive manipulation library for Node.js. Prior to 7.5.18, node-tar coerces all-digit PAX path and linkpath values in src/pax.ts to JavaScript numbers, causing downstream path handling such as normalizeWindowsPath(entry.path).split('/') to throw an uncaught TypeError. This issue is fixed in version 7.5.18.",CVE-2026-59871,High,,security,JFrog,tar,≤ 7.5.17,7.5.18,,tar,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-704,XRAY-1025964,false,npm://tar:4.4.19,npm://tar,sha256__8f665685b215c7daf9164545f1bbdd74d800af77d0d267db31fe0345c0c8fb8b.tar.gz/usr/local/lib/node_modules/npm/node_modules/tar,Not Applicable
"brace-expansion through 5.0.6 is vulnerable to denial of service. The expand() function exhibits exponential-time complexity in the number of consecutive non-expanding '{}' brace groups. An attacker who passes a crafted string to expand(), directly or transitively, can cause significant CPU consumption and event-loop blocking. The max option does not mitigate this, as it bounds the output size rather than the recursion work.",CVE-2026-13149,High,,security,JFrog,brace-expansion,"≤ 1.1.15,2.0.0 ≤ Version ≤ 2.1.1,3.0.0 ≤ Version ≤ 3.0.2,4.0.0 ≤ Version < 5.0.7",5.0.7,,brace-expansion,,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,"CWE-400,CWE-407",XRAY-1016598,false,npm://brace-expansion:1.1.11,npm://brace-expansion,sha256__8f665685b215c7daf9164545f1bbdd74d800af77d0d267db31fe0345c0c8fb8b.tar.gz/usr/local/lib/node_modules/npm/node_modules/brace-expansion,Not Applicable
"form-data is a library for creating readable multipart/form-data streams. In versions through 4.0.5, the `field` argument to `FormData#append` and the `filename` option are concatenated verbatim into the `Content-Disposition` header without escaping carriage return (CR), line feed (LF), or double-quote ("") characters. An application that passes attacker-controlled data as a field name or filename (for example, an API gateway that turns JSON object keys into multipart field names) allows the attacker to terminate the header line and inject additional headers, or to smuggle entire additional multipart parts, into the request the application forwards to a backend. This can let the attacker add or override form fields (e.g. set `is_admin=true`) seen by the downstream parser. This is an instance of CWE-93 (CRLF injection). The fix escapes CR, LF, and `""` as `%0D`, `%0A`, and `%22` in field names and filenames, matching the serialization browsers use per the WHATWG HTML multipart/form-data encoding algorithm. Exploitation requires the consuming application to use untrusted input as a field name or filename; applications that use only fixed/trusted field names are not affected. Fixed in 2.5.6, 3.0.5, and 4.0.6.",CVE-2026-12143,High,,security,JFrog,form-data,"< 2.5.6,3.0.0 ≤ Version < 3.0.5,4.0.0 ≤ Version < 4.0.6","2.5.6,3.0.5,4.0.6",,form-data,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,CWE-93,XRAY-1003722,false,npm://form-data:2.3.3,npm://form-data,sha256__8f665685b215c7daf9164545f1bbdd74d800af77d0d267db31fe0345c0c8fb8b.tar.gz/usr/local/lib/node_modules/npm/node_modules/form-data,Not Applicable
"Issue summary: Receiving a QUIC initial packet with an invalid token may
trigger a NULL pointer dereference in the OpenSSL QUIC server with
address validation disabled.

Impact summary: NULL pointer dereference typically causes abnormal termination
of the affected QUIC server process and a Denial of Service.

If the address validation is disabled in the OpenSSL QUIC server
implementation, an attacker can crash the server by sending an initial
packet with an invalid or expired token.

By default, the client address validation is enabled in the OpenSSL QUIC server
implementation, which makes the default configuration not vulnerable
to this issue. However if the SSL_LISTENER_FLAG_NO_VALIDATE is used with
the SSL_new_listener() call, the address validation is disabled making the
vulnerable code reachable.

The FIPS modules in 4.0, 3.6, 3.5, 3.4, and 3.0 are not affected by this
issue, as the affected code is outside the OpenSSL FIPS module boundary.",CVE-2026-42764,High,,security,JFrog,alpine:libcrypto3,< 3.5.7-r0,3.5.7-r0,,3.17:libcrypto3,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-476,XRAY-1000458,false,alpine://3.17:libssl3:3.0.8-r3,alpine://3.17:libcrypto3,"sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libssl3:3.0.8-r3;
sha256__f56be85fc22e46face30e2c3de3f7fe7c15f8fd7c4e5add29d7f64b87abdaa09.tar.gz/3.17:libcrypto3:3.0.8-r3",Not Applicable
